"id","zona","piso","estrato","preciom","areaconst","parqueaderos","banios","habitaciones","tipo","barrio","longitud","latitud"
7694,"Zona Sur","06",5,219,55,2,2,3,"Apartamento","ciudad bochalema",-76.55134,3.39561
52,"Zona Sur","07",4,210,80,1,2,3,"Apartamento","ciudad bochalema",-76.47168,3.42367
4185,"Zona Sur","07",5,210,74,1,2,2,"Apartamento","ciudad bochalema",-76.53,3.36306
5449,"Zona Sur","07",5,225,70.34,1,2,2,"Apartamento","ciudad bochalema",-76.53678,3.35952
20,"Zona Sur","08",5,300,90,2,2,3,"Apartamento","ciudad bochalema",-76.46554,3.42933
2466,"Zona Sur","08",4,200,75,1,2,3,"Apartamento","ciudad bochalema",-76.52046,3.36949
5450,"Zona Sur","08",5,225,73,1,2,3,"Apartamento","ciudad bochalema",-76.53678,3.35952
6378,"Zona Sur","08",4,215,73,1,2,3,"Apartamento","ciudad bochalema",-76.54212,3.39327
6636,"Zona Sur","08",4,200,77,1,2,3,"Apartamento","ciudad bochalema",-76.54387,3.3573
6637,"Zona Sur","08",4,200,77,1,2,3,"Apartamento","ciudad bochalema",-76.54387,3.3573
51,"Zona Sur","09",4,192,63,1,2,2,"Apartamento","ciudad bochalema",-76.47167,3.42366
1534,"Zona Sur","09",5,163,60,1,2,3,"Apartamento","ciudad bochalema",-76.51655,3.40282
2798,"Zona Sur","09",4,158,60,NA,2,3,"Apartamento","ciudad bochalema",-76.522,3.375
5229,"Zona Sur","09",4,160,67,1,2,3,"Apartamento","ciudad bochalema",-76.53522,3.4137
5230,"Zona Sur","09",4,210,69,1,2,3,"Apartamento","ciudad bochalema",-76.53522,3.41378
5275,"Zona Sur","09",5,230,66,1,2,3,"Apartamento","ciudad bochalema",-76.53551,3.36362
40,"Zona Sur","10",4,195,60,NA,2,2,"Apartamento","ciudad bochalema",-76.46947,3.42498
1238,"Zona Sur",NA,4,290,86,2,2,3,"Apartamento","ciudad bochalema",-76.514,3.406
4644,"Zona Sur",NA,5,160,78,1,2,3,"Apartamento","ciudad bochalema",-76.532,3.452
5225,"Zona Sur",NA,4,205,71,NA,2,3,"Apartamento","ciudad bochalema",-76.53522,3.4137
5231,"Zona Sur",NA,4,180,75,1,2,3,"Apartamento","ciudad bochalema",-76.53522,3.4137
848,"Zona Oriente","01",3,80,50,NA,1,2,"Casa","ciudad córdoba",-76.504,3.4
1124,"Zona Oriente","02",3,100,52,NA,2,1,"Casa","ciudad córdoba",-76.511,3.395
1309,"Zona Oriente","02",3,190,160,NA,2,6,"Casa","ciudad córdoba",-76.515,3.398
771,"Zona Sur","03",3,270,130,NA,5,6,"Casa","ciudad córdoba",-76.503,3.401
849,"Zona Oriente","03",3,140,160,NA,3,5,"Casa","ciudad córdoba",-76.504,3.399
1153,"Zona Oriente","03",3,220,200,NA,4,9,"Casa","ciudad córdoba",-76.512,3.397
523,"Zona Oriente",NA,3,180,145,NA,4,3,"Casa","ciudad córdoba",-76.498,3.406
770,"Zona Oriente",NA,3,220,230,NA,3,9,"Casa","ciudad córdoba",-76.503,3.405
847,"Zona Oriente",NA,3,155,190,NA,3,7,"Casa","ciudad córdoba",-76.504,3.404
898,"Zona Oriente",NA,3,125,100,NA,2,3,"Casa","ciudad córdoba",-76.505,3.401
982,"Zona Oriente",NA,3,169,160,NA,4,6,"Casa","ciudad córdoba",-76.507,3.405
1070,"Zona Oriente",NA,3,88,54,NA,1,2,"Apartamento","ciudad córdoba",-76.509,3.399
1123,"Zona Oriente",NA,3,240,280,NA,4,9,"Casa","ciudad córdoba",-76.511,3.396
1125,"Zona Oriente",NA,3,155,165,1,3,3,"Casa","ciudad córdoba",-76.511,3.398
5347,"Zona Oriente",NA,3,170,240,NA,3,8,"Casa","ciudad córdoba",-76.536,3.41
1192,"Zona Oriente",NA,3,125,52,NA,2,3,"Casa","ciudad córdoba reservado",-76.513,3.396
6540,"Zona Sur","01",5,250,100,1,3,4,"Apartamento","ciudad capri",-76.5431,3.38749
4478,"Zona Sur","02",6,650,160,2,5,3,"Apartamento","ciudad capri",-76.53191,3.35204
6414,"Zona Sur","02",5,500,258,1,3,3,"Casa","ciudad capri",-76.54257,3.3911
706,"Zona Sur","03",4,300,114,2,3,4,"Apartamento","ciudad capri",-76.50123,3.4854
6087,"Zona Sur","03",5,161,68,1,2,3,"Apartamento","ciudad capri",-76.54058,3.39219
6181,"Zona Sur","03",4,775,372,2,3,3,"Casa","ciudad capri",-76.54104,3.39046
6502,"Zona Sur","03",5,600,296,5,5,6,"Casa","ciudad capri",-76.543,3.391
6125,"Zona Sur","05",5,330,96,1,3,3,"Apartamento","ciudad capri",-76.54087,3.38995
5954,"Zona Sur","06",5,275,95,1,3,4,"Apartamento","ciudad capri",-76.53979,3.39273
6432,"Zona Sur","06",5,285,60,1,2,3,"Apartamento","ciudad capri",-76.54277,3.3867
5635,"Zona Sur","07",5,360,110,1,2,3,"Apartamento","ciudad capri",-76.53785,3.38229
6274,"Zona Sur",NA,5,600,296,5,5,6,"Casa","ciudad capri",-76.54175,3.39185
6718,"Zona Sur",NA,5,225,106,1,2,3,"Apartamento","ciudad capri",-76.54409,3.38869
990,"Zona Oriente","01",3,150,120,1,1,3,"Casa","ciudad cordoba",-76.50725,3.40172
1271,"Zona Oriente","01",3,110,110,NA,1,3,"Casa","ciudad cordoba",-76.5145,3.39806
8052,"Zona Oriente","01",3,140,75,NA,1,3,"Casa","ciudad cordoba",-76.55445,3.42475
762,"Zona Oriente","02",3,148,90,NA,2,5,"Casa","ciudad cordoba",-76.5028,3.4005
976,"Zona Oriente","02",3,130,90,NA,1,2,"Casa","ciudad cordoba",-76.50699,3.40059
991,"Zona Oriente","02",3,93,75,NA,1,3,"Casa","ciudad cordoba",-76.50725,3.40172
1004,"Zona Oriente","02",3,140,75,NA,3,3,"Casa","ciudad cordoba",-76.50746,3.39955
1063,"Zona Oriente","02",3,135,62,NA,2,2,"Casa","ciudad cordoba",-76.50893,3.39611
1105,"Zona Oriente","02",3,127,90,1,2,4,"Casa","ciudad cordoba",-76.5105,3.3937
850,"Zona Oriente","03",3,270,156,NA,2,6,"Casa","ciudad cordoba",-76.504,3.403
992,"Zona Oriente","03",3,435,300,2,3,4,"Casa","ciudad cordoba",-76.50725,3.40172
1042,"Zona Oriente","03",3,230,240,1,3,9,"Casa","ciudad cordoba",-76.50826,3.40097
798,"Zona Oriente",NA,3,180,75,NA,2,3,"Casa","ciudad cordoba",-76.50317,3.40396
914,"Zona Oriente",NA,3,108,75,NA,2,4,"Casa","ciudad cordoba",-76.50523,3.39948
921,"Zona Oriente",NA,3,190,870,NA,3,8,"Casa","ciudad cordoba",-76.50578,3.40168
975,"Zona Oriente",NA,3,128,75,NA,2,6,"Casa","ciudad cordoba",-76.50699,3.40084
1045,"Zona Oriente",NA,3,105,75,NA,1,3,"Casa","ciudad cordoba",-76.50839,3.40175
1078,"Zona Oriente",NA,3,127,75,NA,3,6,"Casa","ciudad cordoba",-76.50931,3.4017
1080,"Zona Oriente",NA,3,185,225,NA,3,9,"Casa","ciudad cordoba",-76.50939,3.40131
1172,"Zona Oriente",NA,3,240,240,1,3,9,"Casa","ciudad cordoba",-76.51256,3.39438
100,"Zona Sur",NA,5,320,149,NA,4,4,"Casa","ciudad country",-76.483,3.466
897,"Zona Oriente",NA,3,110,60,NA,1,2,"Casa","ciudad del campo",-76.505,3.425
23,"Zona Sur","01",6,850,300,4,6,4,"Casa","ciudad jardín",-76.46691,3.42334
102,"Zona Sur","01",5,370,87,2,3,3,"Apartamento","ciudad jardín",-76.483,3.445
2532,"Zona Sur","01",4,275,96,2,2,0,"Apartamento","ciudad jardín",-76.52088,3.44889
3199,"Zona Sur","01",6,750,650,2,6,4,"Casa","ciudad jardín",-76.52454,3.42892
3235,"Zona Sur","01",6,480,172,2,4,4,"Casa","ciudad jardín",-76.525,3.358
3350,"Zona Sur","01",6,980,270,5,4,3,"Casa","ciudad jardín",-76.526,3.359
3482,"Zona Sur","01",5,248,73,1,2,3,"Apartamento","ciudad jardín",-76.52664,3.36417
3571,"Zona Sur","01",5,288,77.58,1,2,3,"Apartamento","ciudad jardín",-76.52708,3.36481
3643,"Zona Sur","01",6,410,149,2,4,3,"Casa","ciudad jardín",-76.5276,3.36485
3645,"Zona Sur","01",6,340,108,1,2,3,"Apartamento","ciudad jardín",-76.5276,3.36485
4020,"Zona Sur","01",5,550,180,2,3,3,"Apartamento","ciudad jardín",-76.52918,3.34466
4034,"Zona Sur","01",6,1195,450,4,3,4,"Casa","ciudad jardín",-76.52928,3.34673
4040,"Zona Sur","01",6,360,106,1,2,3,"Apartamento","ciudad jardín",-76.52934,3.36679
4062,"Zona Sur","01",6,450,130,2,4,4,"Apartamento","ciudad jardín",-76.52954,3.35265
4122,"Zona Sur","01",6,490,145,2,4,4,"Apartamento","ciudad jardín",-76.52991,3.34717
4181,"Zona Sur","01",6,450,120,2,4,3,"Apartamento","ciudad jardín",-76.53,3.352
4200,"Zona Sur","01",6,450,120,2,3,3,"Apartamento","ciudad jardín",-76.53004,3.35397
4321,"Zona Sur","01",6,650,145,3,4,4,"Apartamento","ciudad jardín",-76.53091,3.44074
4469,"Zona Sur","01",6,890,247,3,5,5,"Casa","ciudad jardín",-76.53185,3.36071
4643,"Zona Sur","01",6,600,145,3,4,3,"Apartamento","ciudad jardín",-76.532,3.441
4696,"Zona Sur","01",5,630,160,NA,4,4,"Casa","ciudad jardín",-76.53236,3.36757
4831,"Zona Sur","01",6,880,260,5,5,5,"Casa","ciudad jardín",-76.53307,3.36874
4890,"Zona Sur","01",5,360,118,1,2,3,"Apartamento","ciudad jardín",-76.53364,3.36263
4898,"Zona Sur","01",5,450,123,2,3,3,"Apartamento","ciudad jardín",-76.53372,3.36015
4899,"Zona Sur","01",5,450,123,2,3,3,"Apartamento","ciudad jardín",-76.53372,3.36015
5000,"Zona Sur","01",5,830,300,3,5,5,"Casa","ciudad jardín",-76.53441,3.36332
5150,"Zona Sur","01",6,1200,324,4,4,4,"Casa","ciudad jardín",-76.535,3.343
5151,"Zona Sur","01",6,1700,250,3,3,3,"Casa","ciudad jardín",-76.535,3.361
5437,"Zona Sur","01",6,1400,500,2,4,4,"Casa","ciudad jardín",-76.53663,3.35439
5576,"Zona Sur","01",6,350,126,2,3,3,"Apartamento","ciudad jardín",-76.53729,3.36487
5577,"Zona Norte","01",6,450,106,NA,4,3,"Apartamento","ciudad jardín",-76.53729,3.36487
5592,"Zona Sur","01",6,450,117,2,4,4,"Apartamento","ciudad jardín",-76.53743,3.35184
5674,"Zona Sur","01",6,750,317,2,6,5,"Casa","ciudad jardín",-76.53798,3.35961
5677,"Zona Sur","01",6,550,154,2,3,3,"Casa","ciudad jardín",-76.53798,3.35961
5685,"Zona Sur","01",6,645,540,2,4,4,"Casa","ciudad jardín",-76.53798,3.35961
5702,"Zona Sur","01",6,350,104,2,2,3,"Apartamento","ciudad jardín",-76.53798,3.35961
5848,"Zona Sur","01",6,1800,760,7,6,5,"Casa","ciudad jardín",-76.53899,3.37177
5907,"Zona Sur","01",6,735,251,2,6,6,"Casa","ciudad jardín",-76.53931,3.36558
5941,"Zona Sur","01",5,700,138,2,5,4,"Apartamento","ciudad jardín",-76.53967,3.36259
5948,"Zona Sur","01",6,780,411,3,5,4,"Casa","ciudad jardín",-76.53974,3.36164
5951,"Zona Sur","01",5,350,126,2,3,4,"Apartamento","ciudad jardín",-76.53978,3.37259
6039,"Zona Sur","01",6,720,450,NA,5,4,"Casa","ciudad jardín",-76.54012,3.36109
6044,"Zona Sur","01",6,1200,420,4,5,5,"Casa","ciudad jardín",-76.54015,3.36267
6045,"Zona Sur","01",6,1500,285,7,4,3,"Casa","ciudad jardín",-76.54015,3.36267
6062,"Zona Sur","01",6,890,290,4,5,5,"Casa","ciudad jardín",-76.54029,3.3607
6229,"Zona Sur","01",6,550,136,3,4,4,"Apartamento","ciudad jardín",-76.54155,3.35359
6270,"Zona Sur","01",6,1300,400,4,6,5,"Casa","ciudad jardín",-76.54173,3.35404
6406,"Zona Sur","01",6,690,450,3,3,3,"Casa","ciudad jardín",-76.54242,3.35882
6526,"Zona Sur","01",6,832,213,2,2,3,"Apartamento","ciudad jardín",-76.54303,3.41923
6527,"Zona Sur","01",6,677,108,2,2,3,"Apartamento","ciudad jardín",-76.54303,3.41923
6533,"Zona Sur","01",6,460,145,2,5,3,"Casa","ciudad jardín",-76.54307,3.45092
6631,"Zona Sur","01",6,850,530,4,4,3,"Casa","ciudad jardín",-76.54387,3.3573
6632,"Zona Sur","01",6,1100,340,4,5,3,"Casa","ciudad jardín",-76.54387,3.3573
6639,"Zona Sur","01",5,635,160,3,4,4,"Casa","ciudad jardín",-76.54388,3.3487
6640,"Zona Sur","01",5,1125,348,4,5,5,"Casa","ciudad jardín",-76.54388,3.3487
6641,"Zona Sur","01",5,1400,350,7,5,5,"Casa","ciudad jardín",-76.54388,3.3487
6642,"Zona Sur","01",5,860,300,4,5,5,"Casa","ciudad jardín",-76.54388,3.3487
6643,"Zona Sur","01",5,1400,530,NA,3,3,"Casa","ciudad jardín",-76.54388,3.3487
6644,"Zona Sur","01",5,1120,348,NA,4,4,"Casa","ciudad jardín",-76.54388,3.3487
6645,"Zona Sur","01",5,850,268,1,3,4,"Casa","ciudad jardín",-76.54388,3.3487
6646,"Zona Sur","01",5,570,350,NA,2,3,"Casa","ciudad jardín",-76.54388,3.3487
6675,"Zona Sur","01",6,1200,420,2,6,5,"Casa","ciudad jardín",-76.544,3.357
6749,"Zona Sur","01",6,690,180,2,5,4,"Apartamento","ciudad jardín",-76.54421,3.35528
7306,"Zona Sur","01",6,450,105,2,4,4,"Apartamento","ciudad jardín",-76.54875,3.34001
7439,"Zona Sur","01",5,900,485,4,4,5,"Casa","ciudad jardín",-76.54973,3.42484
7,"Zona Sur","02",6,870,490,3,6,5,"Casa","ciudad jardín",-76.46438,3.43463
54,"Zona Sur","02",6,850,300,4,6,5,"Casa","ciudad jardín",-76.47225,3.42115
56,"Zona Sur","02",6,1450,412,4,6,5,"Casa","ciudad jardín",-76.4728,3.42147
57,"Zona Sur","02",6,1450,930,2,6,5,"Casa","ciudad jardín",-76.4728,3.42147
1418,"Zona Sur","02",5,1000,560,2,8,5,"Casa","ciudad jardín",-76.516,3.423
2530,"Zona Sur","02",6,530,175,2,4,5,"Casa","ciudad jardín",-76.52088,3.44889
3421,"Zona Sur","02",6,850,400,3,5,3,"Casa","ciudad jardín",-76.52613,3.35569
3459,"Zona Sur","02",6,730,260,1,6,6,"Casa","ciudad jardín",-76.52646,3.43308
3474,"Zona Sur","02",6,700,243,5,6,5,"Casa","ciudad jardín",-76.52659,3.36336
3577,"Zona Sur","02",6,950,256,4,6,4,"Casa","ciudad jardín",-76.52713,3.35786
3606,"Zona Sur","02",6,1250,724,4,6,6,"Casa","ciudad jardín",-76.52733,3.36345
3678,"Zona Sur","02",6,250,94,3,2,3,"Apartamento","ciudad jardín",-76.52793,3.36546
3705,"Zona Sur","02",6,780,300,3,5,4,"Casa","ciudad jardín",-76.528,3.359
3706,"Zona Sur","02",6,795,300,4,6,4,"Casa","ciudad jardín",-76.528,3.359
3707,"Zona Sur","02",6,795,300,4,6,4,"Casa","ciudad jardín",-76.528,3.359
3743,"Zona Sur","02",6,465,140,2,5,4,"Casa","ciudad jardín",-76.52804,3.36505
3746,"Zona Sur","02",6,850,258,3,4,4,"Casa","ciudad jardín",-76.52805,3.3542
3757,"Zona Sur","02",5,450,190,2,4,3,"Casa","ciudad jardín",-76.52819,3.36477
3759,"Zona Sur","02",6,468,186,2,4,5,"Casa","ciudad jardín",-76.52824,3.42863
3764,"Zona Sur","02",5,450,133,2,4,3,"Casa","ciudad jardín",-76.52827,3.36543
3775,"Zona Sur","02",6,850,250,4,5,5,"Casa","ciudad jardín",-76.52834,3.35424
3819,"Zona Sur","02",6,500,145,2,4,4,"Apartamento","ciudad jardín",-76.52879,3.35389
3896,"Zona Sur","02",6,750,200,2,5,4,"Casa","ciudad jardín",-76.529,3.366
4033,"Zona Sur","02",6,980,1000,8,5,4,"Casa","ciudad jardín",-76.52928,3.34673
4036,"Zona Sur","02",6,800,280,4,5,4,"Casa","ciudad jardín",-76.5293,3.36096
4047,"Zona Sur","02",6,850,258,3,4,4,"Casa","ciudad jardín",-76.52943,3.35483
4289,"Zona Sur","02",6,950,520,7,8,7,"Casa","ciudad jardín",-76.53071,3.36614
4587,"Zona Sur","02",6,740,317,2,2,3,"Casa","ciudad jardín",-76.532,3.364
4588,"Zona Sur","02",6,700,206,5,4,4,"Casa","ciudad jardín",-76.532,3.452
4589,"Zona Sur","02",6,1380,380,6,5,4,"Casa","ciudad jardín",-76.532,3.351
4590,"Zona Sur","02",6,850,960,6,5,6,"Casa","ciudad jardín",-76.532,3.367
4720,"Zona Sur","02",5,930,258,3,5,4,"Casa","ciudad jardín",-76.53256,3.45017
4797,"Zona Sur","02",6,1350,333,6,6,4,"Casa","ciudad jardín",-76.533,3.35159
4821,"Zona Sur","02",6,475,138,2,2,2,"Apartamento","ciudad jardín",-76.533,3.367
4835,"Zona Sur","02",6,900,500,4,7,6,"Casa","ciudad jardín",-76.53323,3.36724
4958,"Zona Sur","02",6,950,329,4,3,3,"Apartamento","ciudad jardín",-76.534,3.365
5052,"Zona Sur","02",6,1450,530,4,7,5,"Casa","ciudad jardín",-76.53464,3.44987
5087,"Zona Sur","02",6,700,170,3,4,3,"Apartamento","ciudad jardín",-76.53464,3.44987
5188,"Zona Sur","02",6,850,323,3,4,4,"Casa","ciudad jardín",-76.53504,3.36444
5197,"Zona Sur","02",6,680,800,6,5,4,"Casa","ciudad jardín",-76.5351,3.3535
5219,"Zona Sur","02",6,600,450,2,4,6,"Casa","ciudad jardín",-76.53522,3.3658
5265,"Zona Sur","02",6,745,317,2,4,4,"Casa","ciudad jardín",-76.5354,3.36315
5286,"Zona Sur","02",6,950,300,4,5,5,"Casa","ciudad jardín",-76.53557,3.36297
5294,"Zona Sur","02",6,850,356,4,3,5,"Casa","ciudad jardín",-76.53561,3.36589
5313,"Zona Sur","02",6,480,95,2,2,3,"Apartamento","ciudad jardín",-76.53574,3.34472
5343,"Zona Sur","02",6,1370,450,6,4,4,"Casa","ciudad jardín",-76.536,3.356
5423,"Zona Sur","02",6,695,227,3,3,3,"Apartamento","ciudad jardín",-76.53638,3.36905
5431,"Zona Sur","02",5,930,330,3,5,5,"Casa","ciudad jardín",-76.5366,3.42055
5462,"Zona Sur","02",6,580,180,2,4,3,"Apartamento","ciudad jardín",-76.53688,3.36969
5471,"Zona Sur","02",6,1250,300,4,4,3,"Casa","ciudad jardín",-76.53694,3.35835
5529,"Zona Sur","02",6,410,124,1,3,3,"Apartamento","ciudad jardín",-76.537,3.369
5562,"Zona Sur","02",6,550,198,2,4,4,"Apartamento","ciudad jardín",-76.5372,3.36886
5582,"Zona Sur","02",6,800,350,4,5,4,"Casa","ciudad jardín",-76.53733,3.36002
5594,"Zona Sur","02",6,750,300,3,5,5,"Casa","ciudad jardín",-76.53745,3.36625
5595,"Zona Sur","02",5,500,206,2,6,5,"Casa","ciudad jardín",-76.53746,3.36794
5607,"Zona Sur","02",6,690,226,4,4,4,"Casa","ciudad jardín",-76.53758,3.35955
5622,"Zona Sur","02",6,650,152,3,4,3,"Apartamento","ciudad jardín",-76.53773,3.45279
5623,"Zona Sur","02",6,450,148,2,3,3,"Casa","ciudad jardín",-76.53778,3.36698
5625,"Zona Sur","02",6,1195,520,4,6,5,"Casa","ciudad jardín",-76.5378,3.35972
5626,"Zona Sur","02",6,800,267,2,4,3,"Casa","ciudad jardín",-76.5378,3.35955
5651,"Zona Sur","02",6,900,287,5,4,4,"Casa","ciudad jardín",-76.53797,3.35886
5667,"Zona Sur","02",6,870,320,4,4,4,"Casa","ciudad jardín",-76.53798,3.35961
5668,"Zona Sur","02",6,670,226,4,4,4,"Casa","ciudad jardín",-76.53798,3.35961
5669,"Zona Sur","02",6,1200,505,4,7,5,"Casa","ciudad jardín",-76.53798,3.35961
5670,"Zona Sur","02",6,750,400,4,5,4,"Casa","ciudad jardín",-76.53798,3.35961
5671,"Zona Sur","02",6,850,275,4,5,4,"Casa","ciudad jardín",-76.53798,3.35961
5672,"Zona Sur","02",6,700,210,2,5,4,"Casa","ciudad jardín",-76.53798,3.35961
5675,"Zona Sur","02",6,850,306,4,4,4,"Casa","ciudad jardín",-76.53798,3.35961
5680,"Zona Sur","02",6,950,378,4,5,3,"Casa","ciudad jardín",-76.53798,3.35961
5682,"Zona Sur","02",6,1480,375,3,5,4,"Casa","ciudad jardín",-76.53798,3.35961
5688,"Zona Sur","02",6,680,284,2,5,3,"Casa","ciudad jardín",-76.53798,3.35961
5691,"Zona Sur","02",6,695,180,2,5,4,"Apartamento","ciudad jardín",-76.53798,3.35961
5735,"Zona Sur","02",6,1100,431,4,4,4,"Casa","ciudad jardín",-76.538,3.336
5737,"Zona Sur","02",6,780,330,2,4,4,"Casa","ciudad jardín",-76.538,3.346
5738,"Zona Sur","02",6,1700,300,3,4,4,"Casa","ciudad jardín",-76.538,3.36
5739,"Zona Sur","02",6,450,165,2,4,3,"Casa","ciudad jardín",-76.538,3.367
5762,"Zona Sur","02",6,680,244,4,5,4,"Casa","ciudad jardín",-76.53803,3.36366
5768,"Zona Sur","02",6,570,300,2,3,4,"Casa","ciudad jardín",-76.53808,3.3584
5770,"Zona Sur","02",6,1700,367,9,7,5,"Casa","ciudad jardín",-76.5381,3.36261
5779,"Zona Sur","02",6,850,410,3,4,3,"Casa","ciudad jardín",-76.53819,3.36397
5791,"Zona Sur","02",6,780,227,3,4,4,"Casa","Ciudad Jardín",-76.53831,3.36408
5793,"Zona Sur","02",5,690,169,4,5,4,"Apartamento","ciudad jardín",-76.53831,3.36281
5845,"Zona Sur","02",6,580,130,2,5,4,"Apartamento","ciudad jardín",-76.53892,3.36255
5859,"Zona Sur","02",6,450,160,2,3,3,"Casa","ciudad jardín",-76.539,3.37
5860,"Zona Sur","02",6,1400,619,5,7,5,"Casa","ciudad jardín",-76.539,3.337
5888,"Zona Sur","02",6,850,350,4,5,4,"Casa","ciudad jardín",-76.53907,3.36337
5894,"Zona Sur","02",6,500,216,2,5,3,"Casa","ciudad jardín",-76.53915,3.36689
5916,"Zona Sur","02",6,580,130,2,5,4,"Apartamento","ciudad jardín",-76.53939,3.36235
5919,"Zona Sur","02",6,620,450,4,5,6,"Casa","ciudad jardín",-76.53945,3.3692
5921,"Zona Sur","02",6,840,300,4,6,4,"Casa","ciudad jardín",-76.53947,3.36308
5934,"Zona Sur","02",6,700,254,NA,5,4,"Casa","ciudad jardín",-76.53956,3.36364
5952,"Zona Sur","02",6,1750,342,3,5,4,"Apartamento","ciudad jardín",-76.53979,3.36518
5953,"Zona Sur","02",6,850,229,2,6,4,"Casa","ciudad jardín",-76.53979,3.36264
5959,"Zona Sur","02",6,850,267,4,7,5,"Casa","ciudad jardín",-76.53982,3.36186
5963,"Zona Sur","02",6,670,226,3,5,3,"Casa","ciudad jardín",-76.53986,3.36372
5964,"Zona Sur","02",6,800,250,3,5,4,"Casa","ciudad jardín",-76.53986,3.36137
5978,"Zona Sur","02",6,1600,1050,6,7,6,"Casa","ciudad jardín",-76.53999,3.35878
5995,"Zona Sur","02",6,890,290,4,4,3,"Casa","ciudad jardín",-76.54,3.361
5996,"Zona Sur","02",6,850,258,4,5,3,"Casa","ciudad jardín",-76.54,3.363
6003,"Zona Sur","02",6,750,300,4,4,4,"Casa","ciudad jardín",-76.54,3.362
6005,"Zona Sur","02",6,630,400,3,6,4,"Casa","ciudad jardín",-76.54,3.363
6029,"Zona Sur","02",6,800,450,4,6,4,"Casa","ciudad jardín",-76.54005,3.36847
6046,"Zona Sur","02",6,750,203,4,4,4,"Casa","ciudad jardín",-76.54015,3.36267
6047,"Zona Sur","02",6,835,325,3,5,4,"Casa","ciudad jardín",-76.54015,3.36267
6049,"Zona Sur","02",6,900,425,2,6,4,"Casa","ciudad jardín",-76.54015,3.36267
6051,"Zona Sur","02",6,750,280,4,5,3,"Casa","ciudad jardín",-76.54016,3.36233
6074,"Zona Sur","02",6,720,150,2,5,5,"Casa","ciudad jardín",-76.54039,3.36291
6134,"Zona Sur","02",6,880,280,3,5,4,"Casa","ciudad jardín",-76.54094,3.36979
6227,"Zona Sur","02",6,980,265,3,5,4,"Casa","ciudad jardín",-76.54155,3.35359
6253,"Zona Sur","02",6,1150,490,3,6,3,"Casa","ciudad jardín",-76.54161,3.35403
6269,"Zona Sur","02",6,1150,400,6,6,4,"Casa","ciudad jardín",-76.54173,3.35404
6273,"Zona Sur","02",6,425,180,2,4,3,"Casa","ciudad jardín",-76.54175,3.35955
6336,"Zona Sur","02",6,1550,358,5,5,4,"Casa","ciudad jardín",-76.542,3.362
6337,"Zona Sur","02",6,1100,419,6,5,5,"Casa","ciudad jardín",-76.542,3.353
6409,"Zona Sur","02",6,780,244,4,6,6,"Casa","ciudad jardín",-76.54248,3.44153
6428,"Zona Sur","02",6,920,290,4,5,4,"Casa","ciudad jardín",-76.54271,3.35736
6475,"Zona Sur","02",6,1561,399,3,4,3,"Apartamento","ciudad jardín",-76.54295,3.3497
6553,"Zona Sur","02",6,1400,300,7,5,3,"Casa","ciudad jardín",-76.54321,3.34948
6595,"Zona Sur","02",6,750,285,1,5,4,"Casa","ciudad jardín",-76.54357,3.3579
6603,"Zona Sur","02",6,750,166,2,5,3,"Apartamento","ciudad jardín",-76.5436,3.35741
6629,"Zona Sur","02",6,1700,367,6,6,4,"Casa","ciudad jardín",-76.54386,3.3526
6633,"Zona Sur","02",6,365,108,2,3,3,"Apartamento","ciudad jardín",-76.54387,3.3573
6634,"Zona Sur","02",6,320,87,2,3,3,"Apartamento","ciudad jardín",-76.54387,3.3573
6635,"Zona Sur","02",6,310,78.8,1,2,3,"Apartamento","ciudad jardín",-76.54387,3.3573
6760,"Zona Sur","02",6,1600,420,5,6,4,"Casa","ciudad jardín",-76.54442,3.35189
6797,"Zona Sur","02",6,1550,375,2,7,5,"Casa","ciudad jardín",-76.54473,3.35277
6822,"Zona Sur","02",6,1100,360,2,4,3,"Casa","ciudad jardín",-76.545,3.355
6860,"Zona Sur","02",6,560,138,2,4,3,"Apartamento","ciudad jardín",-76.54533,3.34919
6871,"Zona Sur","02",6,920,300,4,4,4,"Casa","ciudad jardín",-76.54541,3.35491
7425,"Zona Sur","02",5,1050,330,3,4,4,"Casa","ciudad jardín",-76.54972,3.37531
36,"Zona Sur","03",6,595,146,2,4,4,"Apartamento","ciudad jardín",-76.46851,3.42544
846,"Zona Sur","03",6,1650,240,4,8,7,"Casa","ciudad jardín",-76.504,3.401
1165,"Zona Sur","03",3,900,520,NA,6,8,"Casa","ciudad jardín",-76.51222,3.46819
1231,"Zona Sur","03",5,1000,500,4,5,4,"Casa","ciudad jardín",-76.514,3.396
3349,"Zona Sur","03",6,450,250,2,3,4,"Casa","ciudad jardín",-76.526,3.359
3607,"Zona Sur","03",6,650,226,4,5,5,"Casa","ciudad jardín",-76.52733,3.34718
3635,"Zona Sur","03",6,530,150,2,4,3,"Casa","ciudad jardín",-76.52753,3.35735
3637,"Zona Sur","03",6,515,64,2,4,4,"Casa","Ciudad Jardín",-76.52754,3.35748
3704,"Zona Sur","03",6,475,160,2,4,3,"Casa","ciudad jardín",-76.528,3.35909
3709,"Zona Sur","03",6,670,240,3,4,3,"Casa","ciudad jardín",-76.528,3.365
3765,"Zona Sur","03",5,450,133,2,4,3,"Casa","ciudad jardín",-76.52828,3.36533
4180,"Zona Sur","03",6,325,93,1,2,3,"Apartamento","ciudad jardín",-76.53,3.364
4477,"Zona Sur","03",5,660,150,3,4,3,"Apartamento","ciudad jardín",-76.53191,3.35342
